CustomerID,City,Zip Code,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value,Churn Score,CLTV,Monthly_Charges_bin,Total_Charges_bin,Tenure_Months_bin
8182-PNAGI,Pico Rivera,90660,Male,Young,0,No,12,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),50.25,593.75,1,67,3624,Mid,Low,6-12
7957-RYHQD,Bellflower,90706,Female,Senior,0,No,40,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),79.2,3233.85,1,94,3207,High,High,+25
2180-DXNEG,Harbor City,90710,Female,Young,0,No,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.0,1062.1,1,89,5239,Very High,Mid,6-12
5515-AKOAJ,Hawaiian Gardens,90716,Female,Young,0,No,54,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.1,5440.9,1,75,5763,Very High,High,+25
8976-OQHGT,Lomita,90717,Female,Young,1,Yes,4,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,56.5,235.1,1,99,5758,Mid,Low,3-6
6230-BSUXY,Paramount,90723,Female,Senior,0,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,85.0,1,93,2650,High,Low,0-3
5294-CDGWY,Long Beach,90802,Male,Young,1,No,51,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,59.3,3014.65,1,95,5633,Mid,High,+25
5295-PCJOO,Long Beach,90805,Male,Young,0,Yes,4,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.4,184.4,1,84,4455,Mid,Low,3-6
9863-JZAIC,Long Beach,90807,Male,Young,0,No,35,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,55.0,2010.55,1,100,2220,Mid,Mid,+25
7660-HDPJV,Long Beach,90810,Female,Young,0,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.2,69.2,1,81,2637,Mid,Low,0-3
7931-PXHFC,Duarte,91010,Male,Young,0,No,38,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,62.3,2354.8,1,83,3818,Mid,Mid,+25
3990-QYKBE,La Canada Flintridge,91011,Male,Senior,1,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.5,3473.4,1,95,4127,Very High,High,+25
4919-MOAVT,Pasadena,91103,Male,Young,0,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.65,220.1,1,84,2421,Mid,Low,0-3
3090-HAWSU,Pasadena,91107,Male,Young,0,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),111.6,6876.05,1,87,4495,Very High,High,+25
9820-RMCQV,San Marino,91108,Female,Young,0,No,11,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),48.55,501.0,1,92,4444,Mid,Low,6-12
7839-QRKXN,Glendale,91203,Female,Young,0,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.2,20.2,1,69,4197,Low,Low,0-3
5204-QZXPU,Glendale,91205,Male,Young,0,No,19,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,39.65,733.35,1,78,2933,Mid,Mid,12-24
4597-ELFTS,Glendale,91206,Male,Young,0,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.9,1334.0,1,92,5327,Low,Mid,+25
8450-JOVAH,Agoura Hills,91301,Male,Young,1,Yes,2,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,56.7,113.55,1,77,5560,Mid,Low,0-3
1113-IUJYX,Winnetka,91306,Female,Young,1,No,14,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,105.95,1348.9,1,84,5887,Very High,Mid,12-24
9274-CNFMO,Pacoima,91331,Male,Senior,1,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,74.95,308.7,1,69,3716,High,Low,3-6
7758-XKCBS,Reseda,91335,Male,Young,0,No,15,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,29.7,438.25,1,82,5518,Low,Low,12-24
8992-JQYUN,San Fernando,91340,Male,Young,1,No,1,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.35,50.35,1,65,4526,Mid,Low,0-3
0617-AQNWT,North Hills,91343,Female,Young,1,No,64,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,47.85,3147.5,1,66,6347,Mid,High,+25
2446-PLQVO,Santa Clarita,91350,Male,Young,0,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,70.3,1,78,4512,Mid,Low,0-3
3005-NFMTA,Valencia,91354,Male,Senior,0,No,55,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.8,5617.75,1,69,5543,Very High,High,+25
8784-CGILN,Tarzana,91356,Female,Young,0,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.85,1776.95,1,100,3068,Very High,Mid,12-24
5389-FFVKB,Thousand Oaks,91360,Male,Senior,1,No,32,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),80.3,2483.05,1,94,5365,High,Mid,+25
8444-WRIDW,Thousand Oaks,91362,Female,Senior,0,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.45,5224.35,1,79,5011,High,High,+25
9451-LPGOO,Panorama City,91402,Male,Young,0,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.8,620.35,1,66,3780,High,Low,6-12
5868-YWPDW,Sherman Oaks,91423,Male,Senior,1,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.2,519.15,1,72,5834,High,Low,3-6
2025-JKFWI,Burbank,91501,Male,Young,0,No,13,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.0,1301.7,1,81,3493,Very High,Mid,12-24
4078-SAYYN,Burbank,91502,Female,Young,0,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.75,1129.75,1,65,2229,Very High,Mid,6-12
9940-HPQPG,North Hollywood,91601,Female,Young,1,No,9,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),91.75,865.8,1,91,4176,Very High,Mid,6-12
6618-RYATB,North Hollywood,91605,Female,Young,0,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.55,79.55,1,93,5571,High,Low,0-3
9079-YEXQJ,Chino,91710,Female,Young,0,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,111.1,6014.85,1,93,5527,Very High,High,+25
2685-SREOM,Rancho Cucamonga,91730,Female,Young,1,No,25,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.1,2368.4,1,96,4793,High,Mid,+25
0402-CQAJN,El Monte,91732,Female,Young,0,No,37,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.9,3545.35,1,83,4437,Very High,High,+25
6692-UDPJC,South El Monte,91733,Female,Young,1,Yes,14,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,91.65,1301.0,1,65,4304,Very High,Mid,12-24
1273-MTETI,Rancho Cucamonga,91737,Female,Senior,0,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,88.85,372.45,1,74,2754,High,Low,3-6
5480-HPRRX,Glendora,91740,Female,Senior,0,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.3,77.75,1,74,3542,Low,Low,0-3
0295-PPHDO,La Puente,91744,Male,Young,0,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,95.45,1,71,5962,Very High,Low,0-3
1195-OIYEJ,La Puente,91746,Male,Young,0,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.1,1135.7,1,78,5347,Very High,Mid,12-24
5906-CVLHP,Rowland Heights,91748,Female,Young,1,No,45,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),54.15,2319.8,1,92,2761,Mid,Mid,+25
4501-EQDRN,Montclair,91763,Female,Young,0,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.7,69.7,1,98,4620,Mid,Low,0-3
2990-HWIML,Ontario,91764,Female,Young,0,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,573.3,1,82,2898,High,Low,3-6
7384-GHBPI,San Dimas,91773,Male,Young,1,No,3,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.15,99.75,1,83,2987,Low,Low,0-3
7603-USHJS,San Gabriel,91775,Male,Young,0,Yes,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.75,871.4,1,78,2010,High,Mid,6-12
7234-FECYN,San Gabriel,91776,Female,Senior,0,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.35,780.5,1,68,5546,Very High,Mid,6-12
5876-HZVZM,West Covina,91792,Female,Young,1,Yes,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),55.9,365.35,1,87,4914,Mid,Low,3-6
1400-MMYXY,Alhambra,91801,Male,Senior,1,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.9,334.65,1,71,2715,Very High,Low,0-3
3085-QUOZK,Alpine,91901,Female,Young,0,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,43.95,43.95,1,76,3238,Mid,Low,0-3
3926-CUQZX,Campo,91906,Male,Young,0,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.1,45.1,1,77,4884,Mid,Low,0-3
1041-RXHRA,Guatay,91931,Female,Young,0,No,41,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.25,2868.05,1,69,3407,Mid,High,+25
1750-CSKKM,Imperial Beach,91932,Male,Young,0,Yes,9,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,55.35,449.75,1,70,2688,Mid,Low,6-12
7142-HVGBG,Mount Laguna,91948,Male,Senior,1,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.0,4414.3,1,99,2505,Very High,High,+25
8267-ZNYVZ,Spring Valley,91977,Female,Young,1,No,33,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,103.75,3361.05,1,81,3824,Very High,High,+25
6457-GIRWB,Carlsbad,92008,Male,Young,0,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.35,69.35,1,88,2843,Mid,Low,0-3
1450-SKCVI,Del Mar,92014,Female,Young,0,No,56,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.85,4092.85,1,72,5276,High,High,+25
5570-PTWEH,Encinitas,92024,Female,Young,1,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.15,216.75,1,78,2270,High,Low,0-3
6502-MJQAE,Escondido,92027,Male,Young,0,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,69.6,1,87,2072,Mid,Low,0-3
7693-LCKZL,Julian,92036,Male,Young,1,Yes,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.15,385.0,1,84,5124,High,Low,3-6
0032-PGELS,Palomar Mountain,92060,Female,Young,1,Yes,1,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),30.5,30.5,1,74,5171,Low,Low,0-3
6797-LNAQX,Poway,92064,Male,Young,1,No,70,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),98.3,6859.5,1,98,4794,Very High,High,+25
6394-MFYNG,Solana Beach,92075,Female,Young,0,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),107.4,5121.3,1,89,4956,Very High,High,+25
1564-NTYXF,San Marcos,92078,Female,Senior,0,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,82.0,1127.2,1,99,3363,High,Mid,12-24
8155-IBNHG,San Diego,92103,Female,Young,1,No,24,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.4,1747.85,1,74,2325,High,Mid,12-24
0886-QGENL,San Diego,92104,Female,Senior,1,No,27,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.25,2754.45,1,77,4853,Very High,High,+25
8739-WWKDU,San Diego,92109,Male,Senior,0,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.5,2196.15,1,90,4849,High,Mid,+25
8685-WHQPW,San Diego,92110,Female,Senior,0,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.4,1692.6,1,81,2407,High,Mid,12-24
4745-LSPLO,San Diego,92111,Male,Young,0,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.5,20.5,1,84,3731,Low,Low,0-3
8083-YTZES,San Diego,92113,Male,Young,0,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,265.35,1,73,3622,High,Low,3-6
7240-FQLHE,San Diego,92114,Female,Senior,1,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),99.75,1836.25,1,68,5857,Very High,Mid,12-24
6664-FPDAC,San Diego,92115,Female,Senior,0,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.95,6418.9,1,91,4060,Very High,High,+25
0786-VSSUD,San Diego,92123,Male,Senior,0,No,16,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,39.0,679.85,1,92,5692,Mid,Mid,12-24
3976-BWUCK,San Diego,92130,Female,Young,1,No,30,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),94.1,2804.45,1,94,5255,Very High,High,+25
3585-ISXZP,Indio,92201,Female,Young,0,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),95.65,778.1,1,95,5335,Very High,Mid,6-12
6583-QGCSI,Indian Wells,92210,Female,Senior,1,No,50,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.05,4367.35,1,87,5813,High,High,+25
4174-LPGTI,Beaumont,92223,Female,Young,1,No,41,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),66.5,2728.6,1,65,2517,Mid,Mid,+25
2108-XWMPY,Cabazon,92230,Male,Young,0,No,3,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,35.45,106.85,1,70,2095,Low,Low,0-3
6304-IJFSQ,Calipatria,92233,Male,Young,0,No,3,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,49.9,130.1,1,73,5585,Mid,Low,0-3
0093-XWZFY,Desert Hot Springs,92241,Male,Young,0,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),104.5,4036.85,1,93,2832,Very High,High,+25
1980-KXVPM,El Centro,92243,Female,Senior,0,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.05,256.25,1,83,3553,High,Low,0-3
7703-ZEKEF,Heber,92249,Male,Young,0,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.0,1917.1,1,78,5701,High,Mid,12-24
0723-DRCLG,Holtville,92250,Female,Senior,1,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.45,74.45,1,94,2394,High,Low,0-3
5482-NUPNA,Imperial,92251,Female,Young,0,No,4,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,60.4,272.15,1,90,5730,Mid,Low,3-6
1122-JWTJW,Ocotillo,92259,Male,Young,1,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.65,70.65,1,82,3463,High,Low,0-3
1699-HPSBG,Palm Springs,92264,Male,Young,0,No,12,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,59.8,727.8,1,69,4581,Mid,Mid,6-12
8775-CEBBJ,Seeley,92273,Female,Young,0,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.2,403.35,1,87,2029,Mid,Low,6-12
6894-LFHLY,Vidal,92280,Male,Senior,0,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.75,75.75,1,97,5571,High,Low,0-3
0639-TSIQW,White Water,92282,Female,Young,0,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),102.95,6886.25,1,70,5620,Very High,High,+25
8361-LTMKD,Apple Valley,92307,Male,Senior,1,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.4,306.6,1,77,5839,High,Low,3-6
7590-VHVEG,Los Angeles,90001,Female,Young,1,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,29.85,29.85,0,27,3964,Low,Low,0-3
5575-GNVDE,Los Angeles,90002,Male,Young,0,No,34,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,56.95,1889.5,0,61,3441,Mid,Mid,+25
7795-CFOCW,Los Angeles,90004,Male,Young,0,No,45,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),42.3,1840.75,0,66,4307,Mid,Mid,+25
1452-KIOVK,Los Angeles,90007,Male,Young,0,Yes,22,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.1,1949.4,0,43,4459,High,Mid,12-24
6713-OKOMC,Los Angeles,90008,Female,Young,0,No,10,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.75,301.9,0,51,2013,Low,Low,6-12
6388-TABGU,Los Angeles,90011,Male,Young,0,No,62,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),56.15,3487.95,0,58,4529,Mid,High,+25
9763-GRSKD,Los Angeles,90012,Male,Young,1,Yes,13,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,49.95,587.45,0,76,5764,Mid,Low,12-24
7469-LKBCI,Los Angeles,90013,Male,Young,0,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.95,326.8,0,39,4726,Low,Low,12-24
8091-TTVAX,Los Angeles,90014,Male,Young,1,No,58,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),100.35,5681.1,0,71,6432,Very High,High,+25
5129-JLPIS,Los Angeles,90016,Male,Young,0,No,25,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,2686.05,0,75,5822,Very High,Mid,+25
3655-SNQYZ,Los Angeles,90017,Female,Young,1,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),113.25,7895.15,0,43,5141,Very High,High,+25
8191-XWSZG,Los Angeles,90018,Female,Young,0,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,1022.95,0,35,5186,Low,Mid,+25
9959-WOFKT,Los Angeles,90019,Male,Young,0,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),106.7,7382.25,0,73,4479,Very High,High,+25
4183-MYFRB,Los Angeles,90021,Female,Young,0,No,21,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,1862.9,0,57,5982,Very High,Mid,12-24
1680-VDCWW,Los Angeles,90023,Male,Young,1,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,202.25,0,77,5279,Low,Low,6-12
3638-WEABW,Los Angeles,90025,Female,Young,1,No,58,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),59.9,3505.1,0,53,6407,Mid,High,+25
6322-HRPFA,Los Angeles,90026,Male,Young,1,Yes,49,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),59.6,2970.3,0,79,4986,Mid,High,+25
6865-JZNKO,Los Angeles,90027,Female,Young,0,No,30,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.3,1530.6,0,65,2725,Mid,Mid,+25
5248-YGIJN,Los Angeles,90031,Male,Young,1,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.25,6369.45,0,21,5974,Very High,High,+25
3841-NFECX,Los Angeles,90033,Female,Senior,1,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),96.35,6766.95,0,38,5309,Very High,High,+25
4929-XIHVW,Los Angeles,90034,Male,Senior,1,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.5,181.65,0,69,4449,Very High,Low,0-3
6827-IEAUQ,Los Angeles,90035,Female,Young,1,No,27,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,66.15,1874.45,0,66,3213,Mid,Mid,+25
7310-EGVHZ,Los Angeles,90036,Male,Young,0,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.2,20.2,0,77,5526,Low,Low,0-3
3413-BMNZE,Los Angeles,90037,Male,Senior,0,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.25,45.25,0,40,3144,Mid,Low,0-3
6234-RAAPL,Los Angeles,90038,Female,Young,1,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),99.9,7251.7,0,79,5915,Very High,High,+25
6572-ADKRS,Los Angeles,90040,Female,Young,0,No,46,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),74.8,3548.3,0,41,3395,High,High,+25
8865-TNMNX,Los Angeles,90043,Male,Young,1,No,10,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,49.55,475.7,0,22,2392,Mid,Low,6-12
9489-DEDVP,Los Angeles,90044,Female,Young,1,No,70,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),69.2,4872.35,0,25,4715,Mid,High,+25
9867-JCZSP,Los Angeles,90045,Female,Young,1,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.75,418.25,0,64,3646,Low,Low,12-24
4671-VJLCL,Los Angeles,90046,Female,Young,0,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),79.85,4861.45,0,70,4595,High,High,+25
4080-IIARD,Los Angeles,90047,Female,Young,1,No,13,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,76.2,981.45,0,41,2569,High,Mid,12-24
3714-NTNFO,Los Angeles,90048,Female,Young,0,No,49,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.5,3906.7,0,71,6434,High,High,+25
5948-UJZLF,Los Angeles,90049,Male,Young,0,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.25,97.0,0,57,3805,Mid,Low,0-3
7639-LIAYI,Los Angeles,90057,Male,Young,0,No,52,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.75,4217.8,0,49,4142,High,High,+25
2954-PIBKO,Los Angeles,90058,Female,Young,1,No,69,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),64.15,4254.1,0,62,5128,Mid,High,+25
8012-SOUDQ,Los Angeles,90059,Female,Senior,0,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.25,3838.75,0,52,2223,Very High,High,+25
6575-SUVOI,Los Angeles,90062,Female,Senior,1,No,25,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),69.5,1752.65,0,25,3154,Mid,Mid,+25
4667-QONEA,Los Angeles,90064,Female,Senior,1,No,60,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),74.85,4456.35,0,59,5153,High,High,+25
8769-KKTPH,Los Angeles,90066,Female,Young,1,No,63,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),99.65,6311.2,0,79,4572,Very High,High,+25
5067-XJQFU,Los Angeles,90067,Male,Senior,1,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,108.45,7076.35,0,74,4582,Very High,High,+25
3957-SQXML,Los Angeles,90068,Female,Young,1,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.95,894.3,0,62,5408,Low,Mid,+25
5954-BDFSG,West Hollywood,90069,Female,Young,0,No,72,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),107.5,7853.7,0,53,4708,Very High,High,+25
